Document,Page,Text,ada_embedding
EPCs-as-efficiency-targets-v91.pdf,Page 1," 
  
 
  
  
   
 
  
EPCs as Efficiency Targets 
 Lowering emissions, raising standards 
 
 
 
 
 
April 2020  
 
  
","[0.023487014696002007, 0.03390071541070938, 0.09859301894903183, 0.004977411590516567, 0.03266455605626106, 0.1098308265209198, -0.046037547290325165, 0.022456882521510124, 0.021052157506346703, 0.018195880576968193, 0.10031615197658539, -0.02775738202035427, -0.01916046068072319, 0.055552221834659576, 0.0770164355635643, -0.03481847047805786, 0.04004405066370964, -0.009350791573524475, -0.02923702634871006, 0.08945293724536896, -0.007173466496169567, -0.019066810607910156, 0.05101964250206947, 0.04049356281757355, -0.008376847952604294, -0.02271909825503826, 0.05184374749660492, 0.013710123486816883, 0.028019597753882408, -0.0004424886137712747, 0.04337793216109276, -0.04821018874645233, 0.0015358335804194212, -0.05499033257365227, 0.05233071744441986, 0.0016013873973861337, -0.05042029172182083, 0.043265555053949356, -0.010235768742859364, 0.035155605524778366, 0.03071667067706585, -0.05004569888114929, -0.047011490911245346, 0.014094081707298756, -0.022756557911634445, -0.04116782918572426, 0.04199193790555, -0.027420246973633766, 0.07428190112113953, -0.016641318798065186, 0.04532581940293312, 0.07858972251415253, 0.044689010828733444, -0.019123001024127007, -0.07604248821735382, 0.0010915889870375395, -0.034237850457429886, 0.026802167296409607, -0.0033853892236948013, 0.02580949477851391, -0.013241881504654884, 0.018654758110642433, 0.03993167355656624, 0.08368419855833054, 0.012296033091843128, -0.04281604290008545, 0.016360372304916382, 0.08555716276168823, -0.057762324810028076, -0.0067380014806985855, 0.003104443894699216, 0.07109785825014114, -0.05802454054355621, 0.018823325634002686, 0.06068415567278862, -0.013728853315114975, -0.0031653153710067272, 0.027064383029937744, 0.06326884776353836, -0.011706048622727394, -0.01959124207496643, -0.011659224517643452, -0.039332322776317596, -0.06424279510974884, -0.0109662264585495, -0.06218252703547478, -0.025341253727674484, 0.016538305208086967, -0.003228528192266822, 0.0037225233390927315, -0.06270696222782135, 0.0021316714119166136, -0.0881793200969696, -0.03526798263192177, -0.0025612832978367805, 0.0680636465549469, -0.026952005922794342, 0.0504952110350132, 0.042666204273700714, 0.014112811535596848, 0.11417610943317413, 0.002444222802296281, 0.0005475503858178854, -0.010853847488760948, -0.05000823736190796, 0.032215043902397156, -0.02075248211622238, 0.02401144616305828, 0.04322809353470802, -0.024798093363642693, 0.010938131250441074, -0.01510548498481512, -0.04068085923790932, 0.03560511767864227, 0.044576629996299744, -0.020846130326390266, -0.027851030230522156, 0.041130371391773224, -0.014918187633156776, 0.014103447087109089, -0.016285454854369164, 0.007810275536030531, 0.027495166286826134, -0.012595707550644875, 0.010329416953027248, 0.018598569557070732, -0.03187790885567665, -0.06064669415354729, -0.03333882614970207, -0.11702302098274231, -0.010619726963341236, -0.03144712746143341, 0.04637468233704567, 0.014824539422988892, 0.006503880489617586, -0.01902935281395912, 0.009453804232180119, -0.04937142878770828, 0.016266724094748497, -0.01446867547929287, 0.03242107108235359, 0.05053266882896423, -0.003497767262160778, 0.04944634810090065, -0.08196106553077698, -0.04581278935074806, -0.025640927255153656, -0.01216492522507906, -0.016294818371534348, 0.0569007582962513, -0.04319063574075699, 0.02996748313307762, -0.055926814675331116, 0.003184045199304819, 0.028169434517621994, -0.03880789130926132, 0.014403121545910835, 0.0461873821914196, -0.002690049819648266, -0.0764545425772667, 0.0068644266575574875, 0.056788381189107895, -0.021482938900589943, -0.005548666696995497, 0.006073097698390484, 0.026614870876073837, 0.004221200942993164, 0.026127899065613747, -0.11222822219133377, 0.03858313336968422, -0.08615651726722717, -0.012942207045853138, 0.04644959792494774, 0.007688532583415508, 0.022587990388274193, -0.01726876199245453, 0.004963364452123642, 0.06675256788730621, -0.04352777078747749, -0.043340474367141724, -0.04562549293041229, 0.035361628979444504, -0.007669802755117416, -0.07941383123397827, 0.03242107108235359, 0.04888445883989334, -0.04135512560606003, 0.04772321879863739, -0.05843659117817879, 0.008545415475964546, -0.04120529070496559, 0.05319228395819664, 0.07769069820642471, 0.0026525906287133694, 0.027364058420062065, -0.018411273136734962, 0.0633063092827797, -0.003919185139238834, 0.005689139477908611, -0.005904530640691519, -0.022157208994030952, 0.045363277196884155, 0.06641543656587601, -0.015489443205296993, 0.06356852501630783, -0.053042445331811905, -0.07383238524198532, 0.020771212875843048, 0.0008299588225781918, -0.04090561345219612, 0.006279124412685633, 0.07806529104709625, -0.013401083648204803, 0.08241058140993118, -0.06484214216470718, -0.04360269010066986, -0.05394146963953972, 0.042853500694036484, 0.08885359019041061, 0.023543205112218857, -0.026277737691998482, -0.02979891560971737, 0.09057671576738358, -0.033320095390081406, -0.026071710512042046, -0.026296466588974, -0.0529300682246685, 0.0230936910957098, 0.04041864350438118, -0.03974437341094017, -0.012670626863837242, -0.005459700711071491, 0.014730891212821007, 0.009528723545372486, -0.032402340322732925, -0.000587936257943511, 0.06937472522258759, -0.06266950070858002, 0.032027747482061386, 0.011565575376152992, -0.02255053073167801, 0.01200572308152914, -0.00502423569560051, -0.1279611587524414, -0.03760919347405434, 0.02500411868095398, -0.0462997630238533, -0.08233565837144852, 0.008634380996227264, 0.021482938900589943, 0.051881205290555954, 0.05521508678793907, 0.007997572422027588, -0.034743551164865494, 0.01695035770535469, 0.0031723391730338335, 0.03858313336968422, -0.00856882706284523, -0.057537566870450974, -0.010891307145357132, -0.016369737684726715, 0.07499362528324127, -0.0020614350214600563, -0.009692608378827572, 0.05116947740316391, 0.0050429655238986015, 0.004324214067310095, 0.008896596729755402, -0.013897420838475227, -0.0704985037446022, 0.11470054090023041, -0.004169694613665342, 0.08570700138807297, -0.04139258712530136, -0.044689010828733444, 0.07177212089300156, 0.027551354840397835, -0.00449278112500906, -0.03155950456857681, -0.0009101452305912971, -0.056226491928100586, 0.01630418375134468, 0.014524864964187145, 0.007482505869120359, -0.04412711784243584, -0.0012712768511846662, 0.013728853315114975, 0.09312395751476288, 0.021913722157478333, 0.025772035121917725, -0.02758881449699402, -0.02174515463411808, 0.02015313319861889, -0.015217863023281097, 0.03352612257003784, 0.004183741752058268, 0.046037547290325165, -0.11147903650999069, 0.004911857657134533, -0.010001647286117077, 0.08930309861898422, 0.023561934009194374, -0.017587166279554367, 0.010451159439980984, 0.0025308476760983467, 0.015554997138679028, 0.0417671799659729, -0.023599393665790558, -0.045662954449653625, -0.024236202239990234, 0.03004240244626999, 0.04274112358689308, 0.004225883632898331, -0.08713045716285706, -0.022644178941845894, -0.0285627581179142, 0.06465484201908112, 0.041055452078580856, 0.014861999079585075, -0.015611185692250729, -0.05139423534274101, -0.07607994973659515, 0.0052208974957466125, -0.032514721155166626, 0.04461409151554108, -0.01019830908626318, -0.0114906569942832, 0.08952786028385162, 0.028206894174218178, 0.01746542379260063, -0.044501714408397675, 0.024123825132846832, 0.050345372408628464, 0.016425926238298416, -0.011809061281383038, 0.07791545987129211, -0.003605462843552232, 0.04157988354563713, 0.01548007782548666, -0.0165476705878973, -0.00706577068194747, -0.03410674259066582, -0.002896076301112771, 0.020715022459626198, 0.12458981573581696, 0.002963971346616745, -0.00019812486425507814, -0.0839838758111, 0.1354530304670334, 0.11365167796611786, 0.005796835292130709, -0.03494957834482193, 0.00784305203706026, 0.04686165228486061, 0.00967387855052948, 0.048135269433259964, 0.036766357719898224, 0.039706915616989136, 0.007688532583415508, 0.03622319549322128, 0.035530198365449905, 0.00952404085546732, 0.07476887106895447, 0.03538035973906517, -0.04877207800745964, 0.010526078753173351, -0.02800086699426174, 0.03165315464138985, -0.006358725484460592, -0.015320875681936741, 0.05442844331264496, -0.019310297444462776, -0.007430999539792538, -0.0030131367966532707, -0.05926069989800453, 0.03691619262099266, 0.029780186712741852, 0.038171082735061646, 0.057537566870450974, -0.01581721194088459, 0.025828225538134575, 0.05663854256272316, -0.021707694977521896, 0.023618122562766075, 0.03888281062245369, 0.005881118588149548, 0.02579076588153839, -0.018767137080430984, -0.06798873096704483, -0.011659224517643452, 0.01544261910021305, -0.0067473663948476315, -0.05671346187591553, -0.05772486329078674, 0.03300169110298157, 0.01683798059821129, -0.01845809631049633, 0.09739432483911514, 0.049109213054180145, 0.057013139128685, -0.14526738226413727, 0.024798093363642693, 0.01719384454190731, 0.012539518997073174, -0.01001101266592741, 0.01670687273144722, -0.05667600408196449, 0.0727086067199707, -0.019853457808494568, -0.06420533359050751, 0.03764665126800537, -0.01379440724849701, 0.02953670173883438, 0.049408890306949615, 0.021838802844285965, -0.08300992846488953, -0.015564361587166786, 0.011172252707183361, -0.044876307249069214, 0.023749230429530144, -0.06885029375553131, -0.027307869866490364, -0.005131931509822607, -0.008601604029536247, 0.0460750050842762, -0.054952871054410934, -0.05274277180433273, 0.004286754876375198, 0.006845696829259396, -0.07709135115146637, -0.044501714408397675, -0.04746100306510925, -0.03626065328717232, 0.06472976505756378, -0.02511649765074253, 0.01296093687415123, -0.025715846568346024, -0.002240537665784359, 0.1182217225432396, -0.003996444866061211, 0.05337958037853241, -0.002273314632475376, 0.03929486125707626, 0.0017371776048094034, -0.05484049394726753, -0.13372988998889923, -0.059485454112291336, 0.0098892692476511, -0.02075248211622238, 0.029068458825349808, -0.04274112358689308, 0.02592187374830246, -0.03255217894911766, -0.03918248414993286, -0.06959947943687439, -0.023861609399318695, 0.07285844534635544, -0.012895382940769196, -0.04731116443872452, -0.005375417415052652, 0.059560373425483704, 0.036466680467128754, 0.040943074971437454, -0.0068129198625683784, -0.028057055547833443, 0.04723624512553215, 0.0295554306358099, 0.04521344229578972, -0.02168896608054638, 0.020565185695886612, -0.040268804877996445, 0.04240398854017258, -0.011050509288907051, -0.012857923284173012, 0.027738651260733604, 0.0440896600484848, 0.0571255162358284, -0.018898244947195053, -0.03611081838607788, -0.051132019609212875, 0.022831477224826813, -0.03526798263192177, 0.011846520937979221, -0.023318449035286903, 0.027289139106869698, -0.052555475383996964, 0.019928377121686935, -0.05577697977423668, -0.08937802165746689, -0.04435187578201294, -0.003987079951912165, -0.008938738144934177, 0.04877207800745964, -0.019010622054338455, 0.05233071744441986, -0.10241387784481049, -0.055627141147851944, -0.0045091696083545685, 0.013756947591900826, 0.07233401387929916, 0.033938176929950714, -0.05461573973298073, -0.02880624309182167, 0.008737394586205482, 0.06693986803293228, 0.07559297978878021, -0.02942432276904583, -0.0374031662940979, 0.04465154930949211, -0.015667375177145004, -0.06229490786790848, 0.0397818349301815]"
EPCs-as-efficiency-targets-v91.pdf,Page 2,"INTRODUCTION 
1 
 WHAT IS THE RELATIONSHIP BETWEEN EPCS, PART L AND SAP? 
1 
 HOW DOES SAP WORK? 
4 
 HOW ACCURATE IS SAP? 
4 
 DOES A BETTER EPC RATING EQUAL LOWER EMISSIONS? 
5 
 AN EXAMPLE 
6 
 SO WHAT’S THE ALTERNATIVE? 
8 
 CONCLUSION 
9 
  
 
 
 
 
 
 
 
 
 
 
 
 
  
 
 
 
Lynne Sullivan Member of the Green Construction Board and Chair of  
 
Good Homes Alliance 
 Mark Siddall LEAP – Lovingly Engineered Architectural Practice 
Nick Grant Elemental Solutions 
  
 Acknowledgements 
","[0.0240173302590847, -0.011463716626167297, 0.10217273235321045, 0.05314726009964943, 0.008075132966041565, 0.0668601244688034, -0.04220867156982422, -0.01922179013490677, 0.0579824298620224, -0.004627101123332977, 0.04961996152997017, -0.09971551597118378, -0.05405880883336067, 0.027148300781846046, 0.03315263241529465, 0.03735368326306343, 0.04514148086309433, -0.004349673166871071, 0.023303942754864693, 0.006108367815613747, 0.031171005219221115, 0.01407946553081274, 0.013237274251878262, 0.021837538108229637, -0.020787276327610016, -0.07129897177219391, 0.05643676221370697, 0.0523546077311039, 0.006544325966387987, -0.019836094230413437, 0.05493072420358658, -0.002794095315039158, 0.0395929254591465, 0.016566408798098564, 0.01803281344473362, 0.048153556883335114, -0.04086116701364517, 0.015407156199216843, -0.009417686611413956, -0.050135184079408646, -0.03810670226812363, 0.06305539608001709, -0.008466504514217377, -0.005617914721369743, -0.003683350747451186, 0.0010682212887331843, -0.018003089353442192, -0.01635833829641342, 0.02156011015176773, 0.01744823344051838, 0.021025070920586586, 0.056040436029434204, 0.07494516670703888, -0.05223571136593819, -0.08869766443967819, -0.0579824298620224, -0.040464840829372406, 0.028475992381572723, -0.05493072420358658, -0.0668601244688034, 0.029070479795336723, 0.03828505054116249, -0.023403024300932884, 0.054019175469875336, -0.07248794287443161, -0.020351318642497063, -0.006063781213015318, 0.07050631940364838, -0.027623891830444336, -0.026692526414990425, 0.04101969674229622, 0.10605672001838684, -0.013831762596964836, 0.013326447457075119, -0.03016037493944168, -0.04335801675915718, -0.041416022926568985, 0.05382101237773895, -0.015308074653148651, 0.05877508223056793, -0.005984515883028507, 0.0405639223754406, -0.025543183088302612, 0.01967756450176239, -0.08909399062395096, -0.05548558011651039, -0.019994623959064484, -0.027980584651231766, -0.06364988535642624, 0.03808688744902611, -0.037294235080480576, 0.018647117540240288, -0.04292205721139908, 0.01107729971408844, 0.09083782136440277, 0.03491628170013428, -0.0020596543326973915, 0.030001845210790634, 0.0229868832975626, 0.03963255509734154, 0.08505146950483322, -0.010988126508891582, 0.0009177413885481656, -0.08433808386325836, 0.01236535795032978, 0.0006824230658821762, -0.044031769037246704, 0.058497652411460876, 0.026454731822013855, -0.025543183088302612, -0.13895174860954285, 0.06840579211711884, 0.004456185735762119, 0.07910658419132233, 0.035431504249572754, 0.0005214158445596695, -0.10621525347232819, -0.02025223709642887, -0.03182494267821312, -0.04668715223670006, -0.015317982994019985, 0.05699161812663078, 0.005137369967997074, -0.011186288669705391, 0.02958570420742035, -0.028099482879042625, 0.0014304876094684005, -0.056397128850221634, 0.013346263207495213, -0.01124573778361082, -0.012751774862408638, 0.0005917017115280032, 0.06868322193622589, -0.017150988802313805, -0.0010062954388558865, 0.015119819901883602, -0.050254080444574356, -0.03535224124789238, -0.005751674994826317, 0.005310762673616409, 0.05112599954009056, 0.03782927617430687, 0.01826070062816143, 0.05913177505135536, -0.03148806467652321, -0.04268426448106766, 0.014148822985589504, -0.022788720205426216, -0.05290946364402771, -0.00695551373064518, 0.028238195925951004, 0.0365610346198082, -0.055921535938978195, -0.026831241324543953, 0.001076890854164958, -0.059805527329444885, 0.024453287944197655, 0.08774647861719131, -0.037769827991724014, -0.02296706661581993, 0.0008539577247574925, 0.0771249532699585, 0.06535408645868301, 0.002994735026732087, -0.04256536439061165, 0.04656825587153435, -0.018102170899510384, -0.010690881870687008, -0.08235645294189453, 0.014891932718455791, -0.10851394385099411, -0.007445966359227896, 0.03644213452935219, 0.028258012607693672, 0.06800946593284607, -0.018666934221982956, 0.03220145404338837, -0.014753219671547413, -0.016695214435458183, -0.05540631338953972, -0.056753821671009064, 0.07308243215084076, -0.04961996152997017, -0.028238195925951004, 0.032835572957992554, -0.014792852103710175, -0.042961690574884415, 0.03652140125632286, -0.019400136545300484, -0.04181234911084175, -0.03568911552429199, 0.017359059303998947, 0.048272453248500824, 0.022095151245594025, -0.026831241324543953, -0.006613682955503464, 0.038582295179367065, 0.096703439950943, 0.008976774290204048, 0.053662482649087906, 0.02982349880039692, 0.058378756046295166, 0.10011183470487595, 0.04747980460524559, -0.0035793152637779713, -0.0014453497715294361, -0.03949384391307831, 0.00489214388653636, 0.050254080444574356, -0.047915760427713394, 0.04981812462210655, -0.022907618433237076, 0.04573597013950348, 0.05643676221370697, -0.0019680040422827005, -0.036580849438905716, -0.032577961683273315, 0.02849580906331539, 0.04490368813276291, 0.01626916415989399, -0.035054996609687805, -0.03451995551586151, 0.035411689430475235, 0.020172972232103348, -0.02875342033803463, 0.010363913141191006, -0.012900397181510925, -0.057665370404720306, 0.01943976990878582, -0.17390765249729156, 0.04450736194849014, 0.03491628170013428, -0.036224156618118286, 0.00497388606891036, 0.010879136621952057, -0.047915760427713394, 0.04383360594511032, -0.01342552900314331, -0.03121063858270645, 0.008387239649891853, 0.08441734313964844, 0.04704384505748749, 0.030358538031578064, -0.05021445080637932, -0.026316016912460327, 0.038958802819252014, -0.00017168947670143098, -0.0480346605181694, 0.019846003502607346, 0.02708885259926319, 0.05623859912157059, 0.06408584117889404, 0.030933210626244545, -0.041891612112522125, -0.02958570420742035, -0.04208977520465851, 0.012038389220833778, 0.015109912492334843, -0.008501183241605759, -0.05302836000919342, -0.0318051278591156, 0.03689790889620781, -0.005033334717154503, -0.0667412281036377, 0.008902463130652905, -0.030318906530737877, 0.02132231555879116, 0.00782743003219366, -0.019023627042770386, -0.05845802277326584, 0.04450736194849014, -0.0014131483621895313, 0.0372149720788002, 0.0045602209866046906, -0.003948393277823925, -0.03218163549900055, -0.014119097962975502, -0.008976774290204048, -0.04946143180131912, 0.004485909827053547, -0.032835572957992554, -0.024710899218916893, -0.009927955456078053, -0.0006545564392581582, -0.009214569814503193, 0.05481182411313057, -0.04581523686647415, 0.05405880883336067, 0.04371470957994461, 0.013286815024912357, -0.03874082490801811, -0.0535435825586319, 0.034460507333278656, 0.0026380419731140137, 0.05045224353671074, -0.0032845481764525175, 0.02451273612678051, -0.10922732949256897, -0.015090095810592175, 0.04173308238387108, 0.030576517805457115, 0.022214047610759735, 0.005177002865821123, -0.01255361270159483, 0.014109190553426743, -0.022313129156827927, 0.015060371719300747, -0.006509647238999605, -0.033648040145635605, -0.030695416033267975, -0.002073278184980154, 0.04264463111758232, 6.122920603957027e-05, -0.09908138960599899, -0.0049268221482634544, -0.041178226470947266, 0.04312022030353546, 0.03608544170856476, -0.014991014264523983, -0.049540694802999496, -0.006172770634293556, -0.0863197073340416, 0.019984716549515724, -0.11659897863864899, -0.012870673090219498, 0.03356877714395523, -0.0628572329878807, 0.0871916264295578, -0.020014440640807152, -0.004941684193909168, 0.022451844066381454, -0.03737350180745125, 0.03208255395293236, -0.03285538777709007, -0.0691191777586937, 0.0017648872453719378, 0.041416022926568985, 0.0504126138985157, 0.0289912149310112, 0.03206273913383484, -0.017141081392765045, -0.05964699760079384, -0.04020722955465317, -0.008778611198067665, 0.015476513653993607, -0.0435958132147789, -0.05901287868618965, -0.07038742303848267, 0.09242311865091324, 0.09345357120037079, -0.03214200213551521, -0.017963455989956856, -0.07082337886095047, 0.0332120843231678, -0.013356171548366547, 0.05005591735243797, 0.010552167892456055, -0.0346190370619297, -0.009942817501723766, 0.0010329234646633267, 0.021619560196995735, -0.025483733043074608, 0.01037382148206234, 0.035074811428785324, -0.037631113082170486, -0.005925067234784365, -0.07454884052276611, 0.08917324990034103, -0.05283019691705704, -0.0344010591506958, 0.06297612935304642, -0.004079676233232021, -0.025384653359651566, 0.02484961226582527, -0.06071707606315613, 0.04886694252490997, -0.0006539371679536998, 0.01721043698489666, -0.05302836000919342, -0.030120743438601494, 0.08814280480146408, 0.06888138502836227, -0.028674155473709106, -0.029248826205730438, 0.0659882053732872, 0.020212603732943535, 0.0057962615974247456, -0.026335833594202995, -0.0038963756524026394, 0.00025621827808208764, 0.03590709716081619, -0.1112089529633522, -0.04216904193162918, -0.06376878172159195, 0.02865433879196644, 0.03509462997317314, 0.028139114379882812, 0.048946209251880646, 0.08259424567222595, -0.0021017640829086304, -0.06927771121263504, 0.004000411368906498, 0.019053351134061813, -0.01266260165721178, -0.006925789173692465, 0.024453287944197655, -0.030081110075116158, 0.021520478650927544, 0.03735368326306343, -0.018121985718607903, 0.06364988535642624, -0.07022888958454132, 0.06753387302160263, 0.04339765012264252, 0.00454040477052331, -0.08814280480146408, 0.023482289165258408, 0.06646379828453064, -0.01777520217001438, 0.0005245121428743005, 0.06618636846542358, 0.04232757166028023, -0.054970357567071915, -0.051086366176605225, 0.052037548273801804, 0.023145413026213646, -0.02286798506975174, -0.07553965598344803, -0.046132296323776245, -0.0871916264295578, 0.004443800542503595, 0.048629146069288254, 0.06935697048902512, 0.04811392351984978, -0.03632323816418648, 0.026098039001226425, -0.04569633677601814, -0.04339765012264252, 0.06301576644182205, 0.021540295332670212, 0.0760548785328865, 0.012266276404261589, 0.054375868290662766, 0.004139125347137451, -0.028951583430171013, -0.08322837203741074, -0.043635446578264236, -0.046251192688941956, -0.054732561111450195, 0.021976253017783165, -0.01847868040204048, 0.062183480709791183, -0.06020185351371765, 0.03127008676528931, -0.0532265231013298, 0.012424806132912636, 0.03168622776865959, 0.009690159931778908, 0.04335801675915718, -0.06202495098114014, 0.05417770519852638, 0.011939307674765587, 0.07534149289131165, 0.042842794209718704, -0.04866877943277359, -0.02108452096581459, 0.03267704322934151, -0.002062131417915225, 0.010651249438524246, -0.008119720034301281, -0.005840848200023174, -0.04090079665184021, 0.0027965721674263477, 0.022669821977615356, -0.010195475071668625, 0.034936100244522095, -0.028773237019777298, -0.04018741101026535, -0.009150166064500809, -0.08980737626552582, -0.02122323401272297, -0.04783649742603302, 0.00015713689208496362, 0.0037378454580903053, 0.08465514332056046, 0.0483517199754715, 0.04020722955465317, 0.0114934416487813, -0.10906879603862762, -0.05393990874290466, -0.001605118508450687, -0.032934654504060745, 0.07633230090141296, -0.021976253017783165, -0.0022664868738502264, -0.09709976613521576, -0.02215459942817688, -0.0377500094473362, 0.007371655665338039, 0.07066484540700912, 0.006509647238999605, -0.021163785830140114, -0.04854988306760788, 0.007109089754521847, 0.04985775798559189, 0.05778426676988602, -0.03945421054959297, 0.006261943839490414, -0.024691082537174225, -0.05750684067606926, 0.0020769936963915825, 0.004654348362237215]"
